run_id,stage,shard,order,family,instance,instance_path,instance_sha256,policy,solver,gap,seed,cap_s,threads,campaign_id,manifest_sha256,git_commit,binary_sha256,solver_version,primal_feasibility_tol,integrality_tol,presolve,internal_scaling,node,cpu_model,slurm_job_id,slurm_array_task_id,start_utc,end_utc,wall_s,return_code,outcome,infrastructure_failure,external_timeout,nosol_status,nosol_time_s,nosol_best_bound,highs_model_status,highs_lp_iterations,objetivo_post,status_solver,tiempo_solver_s,gap_pct,objetivo_solver,best_bound,nodos_explorados,iter_simplex,work_units,dettime_ticks,root_gap,root_time,presolve_time_s,rows_presolved,cols_presolved,solver_warnings,solver_warnings_txt,verif_solver_max_le,verif_solver_max_ge,verif_solver_max_eq,verif_solver_max_lb,verif_solver_max_ub,verif_solver_max_int,verif_solver_max_viol_rel,verif_solver_max_viol_relact,verif_solver_missing,verif_solver_obj_original,verif_post_max_le,verif_post_max_ge,verif_post_max_eq,verif_post_max_lb,verif_post_max_ub,verif_post_max_int,verif_post_max_viol_rel,verif_post_max_viol_relact,verif_post_missing,verif_post_obj_original,completed,censored,failed,no_incumbent,par10_s,verified_strict,verified
repl-cplex-caso03b-Flat-GM-g0.001,replication,1,14,Simple,caso03b,data/entradas/entrada-modelo-simple/caso03b.txt,68ebb32dd43d2711bd86052437b23fb39d43161fbf06d44535bea21d6eb3b4d0,Flat-GM,cplex,0.001,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node09.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810124,1,2026-09-24T21:28:40+00:00,2026-09-24T21:28:43+00:00,3.3746692836284637,0,COMPLETED,False,False,,,,,,-379669000.0,OPTIMAL,1.065942081,0.018065255971659,-379994218.71582127,-380062865.6441098,0.0,23.0,,942.0,0.0,1790285321.0,0.02,11089.0,8769.0,0,,7.27595761418343e-12,0.0,0.000352315604686737,2.8421709430404e-14,2.27373675443232e-13,0.0,0.000352315604686737,3.21302604013464e-12,0.0,-379994218.715821,2340.22805713536,0.0,24569114.3257705,0.0,1.13686837721616e-13,0.0,24569114.3257705,1.0,0.0,-379669252.405242,True,False,False,False,1.065942081,True,True
repl-cplex-caso03b-Flat-GM-g0.01,replication,1,8,Simple,caso03b,data/entradas/entrada-modelo-simple/caso03b.txt,68ebb32dd43d2711bd86052437b23fb39d43161fbf06d44535bea21d6eb3b4d0,Flat-GM,cplex,0.01,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node09.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810124,1,2026-09-24T21:27:40+00:00,2026-09-24T21:27:45+00:00,5.340105026960373,0,COMPLETED,False,False,,,,,,-379669000.0,OPTIMAL,1.052338322,0.018065255971659,-379994218.71582127,-380062865.6441098,0.0,23.0,,942.0,0.0,1790285263.0,0.02,11089.0,8769.0,0,,7.27595761418343e-12,0.0,0.000352315604686737,2.8421709430404e-14,2.27373675443232e-13,0.0,0.000352315604686737,3.21302604013464e-12,0.0,-379994218.715821,2340.22805713536,0.0,24569114.3257705,0.0,1.13686837721616e-13,0.0,24569114.3257705,1.0,0.0,-379669252.405242,True,False,False,False,1.052338322,True,True
repl-cplex-caso03b-Flat-L2-g0.001,replication,1,15,Simple,caso03b,data/entradas/entrada-modelo-simple/caso03b.txt,68ebb32dd43d2711bd86052437b23fb39d43161fbf06d44535bea21d6eb3b4d0,Flat-L2,cplex,0.001,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node09.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810124,1,2026-09-24T21:28:43+00:00,2026-09-24T21:28:47+00:00,3.1595984548330307,0,COMPLETED,False,False,,,,,,-379669000.0,OPTIMAL,0.933074553,0.018065255971643,-379994218.71582127,-380062865.6441097,0.0,21.0,,893.0,0.0,1790285325.0,0.02,11093.0,8773.0,0,,7.27595761418343e-12,0.0,0.000606302171945572,2.8421709430404e-14,1.13686837721616e-13,0.0,0.000606302171945572,4.39537040647166e-12,0.0,-379994218.715821,2340.22805713538,0.0,24569114.325771,0.0,1.13686837721616e-13,0.0,24569114.325771,1.0,0.0,-379669252.405245,True,False,False,False,0.933074553,True,True
repl-cplex-caso03b-Flat-L2-g0.01,replication,1,10,Simple,caso03b,data/entradas/entrada-modelo-simple/caso03b.txt,68ebb32dd43d2711bd86052437b23fb39d43161fbf06d44535bea21d6eb3b4d0,Flat-L2,cplex,0.01,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node09.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810124,1,2026-09-24T21:28:06+00:00,2026-09-24T21:28:10+00:00,3.304781436920166,0,COMPLETED,False,False,,,,,,-379669000.0,OPTIMAL,0.877621077,0.018065255971643,-379994218.71582127,-380062865.6441097,0.0,21.0,,893.0,0.0,1790285288.0,0.02,11093.0,8773.0,0,,7.27595761418343e-12,0.0,0.000606302171945572,2.8421709430404e-14,1.13686837721616e-13,0.0,0.000606302171945572,4.39537040647166e-12,0.0,-379994218.715821,2340.22805713538,0.0,24569114.325771,0.0,1.13686837721616e-13,0.0,24569114.325771,1.0,0.0,-379669252.405245,True,False,False,False,0.877621077,True,True
repl-cplex-caso03b-Role-Hybrid-g0.001,replication,1,12,Simple,caso03b,data/entradas/entrada-modelo-simple/caso03b.txt,68ebb32dd43d2711bd86052437b23fb39d43161fbf06d44535bea21d6eb3b4d0,Role-Hybrid,cplex,0.001,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node09.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810124,1,2026-09-24T21:28:15+00:00,2026-09-24T21:28:18+00:00,3.292087897658348,0,COMPLETED,False,False,,,,,,-379669000.0,OPTIMAL,1.034699445,0.018065255971659,-379994218.71582127,-380062865.6441098,0.0,23.0,,942.0,0.0,1790285296.0,0.02,11089.0,8769.0,0,,7.27595761418343e-12,0.0,0.000352315604686737,2.8421709430404e-14,2.27373675443232e-13,0.0,0.000352315604686737,3.21302604013464e-12,0.0,-379994218.715821,2340.22805713536,0.0,24569114.3257705,0.0,1.13686837721616e-13,0.0,24569114.3257705,1.0,0.0,-379669252.405242,True,False,False,False,1.034699445,True,True
repl-cplex-caso03b-Role-Hybrid-g0.01,replication,1,11,Simple,caso03b,data/entradas/entrada-modelo-simple/caso03b.txt,68ebb32dd43d2711bd86052437b23fb39d43161fbf06d44535bea21d6eb3b4d0,Role-Hybrid,cplex,0.01,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node09.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810124,1,2026-09-24T21:28:11+00:00,2026-09-24T21:28:14+00:00,3.4624637365341187,0,COMPLETED,False,False,,,,,,-379669000.0,OPTIMAL,1.032533951,0.018065255971659,-379994218.71582127,-380062865.6441098,0.0,23.0,,942.0,0.0,1790285292.0,0.02,11089.0,8769.0,0,,7.27595761418343e-12,0.0,0.000352315604686737,2.8421709430404e-14,2.27373675443232e-13,0.0,0.000352315604686737,3.21302604013464e-12,0.0,-379994218.715821,2340.22805713536,0.0,24569114.3257705,0.0,1.13686837721616e-13,0.0,24569114.3257705,1.0,0.0,-379669252.405242,True,False,False,False,1.032533951,True,True
repl-cplex-caso05d-Base-g0.001,replication,2,23,Simple,caso05d,data/entradas/entrada-modelo-simple/caso05d.txt,d2c0d92203db216ec2ecfdba7064f8ba95328761ec9088133428b040d69ed412,Base,cplex,0.001,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node28.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810125,2,2026-09-24T21:28:22+00:00,2026-09-24T21:28:30+00:00,7.883697612211108,0,COMPLETED,False,False,,,,,,-275821000.0,OPTIMAL,3.947818598,0.040062360068251,-275737815.56631696,-275848282.6428335,1057.0,9923.0,,3610.000864,0.001726,1790285305.86929,0.02,9907.0,8193.0,0,,1.33007915792405e-08,0.0,8.41915607452393e-07,6.66133814775094e-16,2.27373675443232e-13,0.0,8.41915607452393e-07,8.2556427624968e-11,0.0,-275737815.566317,1011.32177610953,0.0,659128737.612191,6.66133814775094e-16,2.27373675443232e-13,0.0,659128737.612191,0.749407240028856,0.0,-275820971.471536,True,False,False,False,3.947818598,True,True
repl-cplex-caso05d-Base-g0.01,replication,2,17,Simple,caso05d,data/entradas/entrada-modelo-simple/caso05d.txt,d2c0d92203db216ec2ecfdba7064f8ba95328761ec9088133428b040d69ed412,Base,cplex,0.01,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node28.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810125,2,2026-09-24T21:27:52+00:00,2026-09-24T21:27:56+00:00,3.8323945589363575,0,COMPLETED,False,False,,,,,,-276732000.0,OPTIMAL,1.356921881,0.447242744647521,-275184714.01912653,-276415457.6869561,0.0,30.0,,1048.840506,0.004472,1790285273.736662,0.02,9907.0,8193.0,0,,8.2556427624968e-11,0.0,9.53208655118942e-07,0.0,2.27373675443232e-13,0.0,2.21654772758484e-07,8.2556427624968e-11,0.0,-275184714.019126,2078.28833116656,0.0,628015492.210345,0.0,2.27373675443232e-13,0.0,628015492.210345,1.0,0.0,-276732152.307698,True,False,False,False,1.356921881,True,True
repl-cplex-caso05d-Flat-GM-g0.001,replication,2,21,Simple,caso05d,data/entradas/entrada-modelo-simple/caso05d.txt,d2c0d92203db216ec2ecfdba7064f8ba95328761ec9088133428b040d69ed412,Flat-GM,cplex,0.001,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node28.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810125,2,2026-09-24T21:28:11+00:00,2026-09-24T21:28:15+00:00,3.732137804850936,0,COMPLETED,False,False,,,,,,-276995000.0,OPTIMAL,1.451185969,0.0,-275184714.01912385,-275184714.0191238,0.0,9420.0,,1499.0,,,0.02,9907.0,8193.0,0,,9.5367431640625e-07,0.0,4.42545861005783e-05,0.0,1.13686837721616e-13,0.0,4.42545861005783e-05,9.96061246344723e-11,0.0,-275184714.019124,2078.28833116656,0.0,555566499.459494,0.0,1.13686837721616e-13,0.0,555566499.459494,1.0,0.0,-276995429.315314,True,False,False,False,1.451185969,True,True
repl-cplex-caso05d-Flat-GM-g0.01,replication,2,16,Simple,caso05d,data/entradas/entrada-modelo-simple/caso05d.txt,d2c0d92203db216ec2ecfdba7064f8ba95328761ec9088133428b040d69ed412,Flat-GM,cplex,0.01,42,1800.0,16,solver-robustness-v1,bee029090366943c2496a73a20240bfe5700fbd938e38f8542334561728cb78f,699fddaf6c983966dc9f6cffd8bc9952f59e030e,d7279d978438547fa2203930a8f0839b0854d4f85a384fc4388dab18d07d7a19,22.1.2.0,1e-06,1e-05,solver default,solver default,node28.datos.cluster.uy,Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,5810125,2,2026-09-24T21:27:42+00:00,2026-09-24T21:27:48+00:00,5.404642151668668,0,COMPLETED,False,False,,,,,,-276995000.0,OPTIMAL,1.440029267,0.0,-275184714.01912385,-275184714.0191238,0.0,9420.0,,1499.0,,,0.02,9907.0,8193.0,0,,9.5367431640625e-07,0.0,4.42545861005783e-05,0.0,1.13686837721616e-13,0.0,4.42545861005783e-05,9.96061246344723e-11,0.0,-275184714.019124,2078.28833116656,0.0,555566499.459494,0.0,1.13686837721616e-13,0.0,555566499.459494,1.0,0.0,-276995429.315314,True,False,False,False,1.440029267,True,True
