family,family_key,instance,cluster_path,sha256,bytes,release_sha256,same_as_release,model_text_sha256,equals_historical,in_10k_pool,demand_above_total_hours,max_demand_minus_total,seed,rn_fuente,sg_fuente,demanda_fuente,economia_agua_fuente,costo_falla_fuente,termica_fuente,mercado_fuente,bellman_fuente,huella_semantica_sha256,es_historica,validacion_estructural,export_ok,rows,cols,integer_vars,binary_vars,continuous_vars,nonzeros,coef_min,coef_max
Simple,simple,v1_simple_000012,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000012.txt,0c2c72b533324dfea3d052c3ed42b04e87fe636e372c4f4d5986f5b09a968a8b,6414,0c2c72b533324dfea3d052c3ed42b04e87fe636e372c4f4d5986f5b09a968a8b,True,0dc3f76b8b4a3fbe95b0fa6b1ba8aae2a01ebfc0dc0cce2940cf40186ccb82b0,,False,,,20260717,entradas/entrada-modelo-simple/caso47a.txt,,entradas/entrada-modelo-simple/caso32a.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,bbcb5f46338cccc591b57bb4e88b920be3c3a7da4a5035a0d097f4f262bb0a04,no,ok,True,14400,10800,2160,2160,8640,35590,0.002531586771933222,1780139329.7131996
Simple,simple,v1_simple_000013,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000013.txt,92c9e99d628200192022aaaf3fe718c2393e77ee771f3331f79dfc3711765b7f,6761,92c9e99d628200192022aaaf3fe718c2393e77ee771f3331f79dfc3711765b7f,True,9eb16b781c36a5b7043aa44d6d6fa2b9658c172bf7b45da476d952319d031a91,,False,,,20260717,entradas/entrada-modelo-simple/caso05a.txt,,entradas/entrada-modelo-simple/caso23a.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,6255a39cf969db08ead0902592d5320324a77ff11e9fb26063ebb077a48de6b4,no,ok,True,14400,10800,2160,2160,8640,35590,0.0018066091545032028,1823220904.6198
Simple,simple,v1_simple_000014,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000014.txt,d27deb38ea35c53a540141a95844bd3f12820bc47e4c9af98ac2dbf6eb9cd8ab,8493,d27deb38ea35c53a540141a95844bd3f12820bc47e4c9af98ac2dbf6eb9cd8ab,True,36fb1202aeee31b1251aae928fe878489635418b638857eb55b4761e912db38b,,False,,,20260717,entradas/entrada-modelo-simple/caso35a.txt,,entradas/entrada-modelo-simple/caso47a.txt,entradas/entrada-modelo-simple/caso01a.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,1b61189546a60fa819dcc7cbe78fa75cf6d8190039574bda46b702ac533e0f0a,no,ok,True,14400,10800,2160,2160,8640,35590,0.002041253475601092,1689079869.7877
Simple,simple,v1_simple_000015,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000015.txt,6c81e26c0da1af17565b0a397a8499ff8498d96b19f08497238ba5bdbd2930d3,9310,6c81e26c0da1af17565b0a397a8499ff8498d96b19f08497238ba5bdbd2930d3,True,f488d72b387a876c9ace46419e0241349975fa8478a875946cdea20f6f35ecc0,,False,,,20260717,entradas/entrada-modelo-simple/caso19a.txt,,entradas/entrada-modelo-simple/caso11a.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,1220168b9bf4fc984e3e5f61b20d887ebea08bb6227becfb1fcf0884c0b1101c,no,ok,True,14400,10800,2160,2160,8640,35590,0.002449144996905275,1483524075.2807
Simple,simple,v1_simple_000016,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000016.txt,52a19d07e8d126dd55cc3da03966873076cc99562e8a3b02d779cb074072fa22,7844,52a19d07e8d126dd55cc3da03966873076cc99562e8a3b02d779cb074072fa22,True,e8585a76e0ad805e9b78dcecf4c5786bf5b7b0f8fd8ea881c8fd030529d32125,,False,,,20260717,entradas/entrada-modelo-simple/caso45a.txt,,entradas/entrada-modelo-simple/caso31a.txt,entradas/entrada-modelo-simple/caso01a.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,98c9f746a0d35d3f30134512e447e2a29798945067491fe712789946fd9b6e9e,no,ok,True,14400,10800,2160,2160,8640,35590,0.0026208284596349143,1705197653.2741
Simple,simple,v1_simple_000017,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000017.txt,5eb48ae66d156a26b21344757066b08a636366cd40a5c86dc4cc2922b6d88398,8321,5eb48ae66d156a26b21344757066b08a636366cd40a5c86dc4cc2922b6d88398,True,1d46e0164708b2a0f9f11ec61e7b4c99c8c53c3caa045d53ddb554cc7e1bbafb,,False,,,20260717,entradas/entrada-modelo-simple/caso32a.txt,,entradas/entrada-modelo-simple/caso35d.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,797aa1b186b728a43bd9c8ea1d59679fe67482ec7f2812c9ee6d12f9004dd5ec,no,ok,True,14400,10800,2160,2160,8640,35590,0.001850262057744966,1778590996.0653
Simple,simple,v1_simple_000018,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000018.txt,ba79bf9f86d35c32b9efeda0ff703a8a978eb8640fa1b1345faddc45794d7061,7529,ba79bf9f86d35c32b9efeda0ff703a8a978eb8640fa1b1345faddc45794d7061,True,ef6bb3a9dec15d45954ae8e8d884e63a83ad9d87859a6c2163c7a1d4c90c7192,,False,,,20260717,entradas/entrada-modelo-simple/caso48a.txt,,entradas/entrada-modelo-simple/caso27a.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,fffb1df1f6c024308276b83ed545ad6f30580b69b7644b435d7578be93dfc15d,no,ok,True,14400,10800,2160,2160,8640,35590,0.002495266834751317,1718356808.2556
Simple,simple,v1_simple_000019,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000019.txt,7e6da7b8ff0b86b4a0f756bc38eb16bdefb6206c7b60b664a3240864e994e091,6808,7e6da7b8ff0b86b4a0f756bc38eb16bdefb6206c7b60b664a3240864e994e091,True,8ef26fdfaa9cc29118e92c064748d681b989bd28ba2c0eac36426e2637a599cb,,False,,,20260717,entradas/entrada-modelo-simple/caso23a.txt,,entradas/entrada-modelo-simple/caso45d.txt,entradas/entrada-modelo-simple/caso01a.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,5bcdeb94e3f4c26103251418894f78fe6b2c10647e72cc414588659a2e1125cb,no,ok,True,14400,10800,2160,2160,8640,35590,0.002580669044345527,1804882081.0451994
Simple,simple,v1_simple_000020,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000020.txt,a37ae301c6e46fbff11e7d606541bf68e36ef0f9c9e53fbb5b5288468fba0a2f,7662,a37ae301c6e46fbff11e7d606541bf68e36ef0f9c9e53fbb5b5288468fba0a2f,True,d2a95fc3e79b5e67c6f084baf6fbaf6c7a4ad6e1d6d66b30999c28137adcb216,,False,,,20260717,entradas/entrada-modelo-simple/caso30a.txt,,entradas/entrada-modelo-simple/caso34a.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,7d12d356cbb48c50de9d19f17e8172aad65706d8e4406621ed4830a8011f8872,no,ok,True,14400,10800,2160,2160,8640,35590,0.0019468179652605384,1776623546.3676
Simple,simple,v1_simple_000021,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000021.txt,a7e5ce9e8b8ce47a8ec4f354b104406cfebda2ea64092ae8793da16b4dcd5466,7360,a7e5ce9e8b8ce47a8ec4f354b104406cfebda2ea64092ae8793da16b4dcd5466,True,4865042c24a6bc21313afda2e81f8a5eda850bb9cbd838909ba95def2850279f,,False,,,20260717,entradas/entrada-modelo-simple/caso01a.txt,,entradas/entrada-modelo-simple/caso22a.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,8d31601eeff4b37f15c7149a8bbf1cd3d6d4ae661d29cef1957d35ae01dc9edb,no,ok,True,14400,10800,2160,2160,8640,35590,0.002283074222262288,1693882696.0
Simple,simple,v1_simple_000022,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000022.txt,53f11bac075a34799c20dc0b06b2b2ac96172424fb1d56fb4c4297452eb041c1,9461,53f11bac075a34799c20dc0b06b2b2ac96172424fb1d56fb4c4297452eb041c1,True,2bdbc016944315e6eadbd03d39161597380883e0e8dc65552036a720bd783d40,,False,,,20260717,entradas/entrada-modelo-simple/caso34a.txt,,entradas/entrada-modelo-simple/caso02a.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,800df99064b78751340c837a3378a0b885285af62e9501d80ce1ac4fd9722fab,no,ok,True,14400,10800,2160,2160,8640,35590,0.0018486176509162231,1364677423.1739
Simple,simple,v1_simple_000023,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000023.txt,42e1af7043bef37b4565563f6b4d39acf7a15c2fe0ceb5f3bc38008f9d69d96c,6958,42e1af7043bef37b4565563f6b4d39acf7a15c2fe0ceb5f3bc38008f9d69d96c,True,fa304906085eabd6d7104c461e5e4d49a61fd6c67d0fb4082a0ab80492a85310,,False,,,20260717,entradas/entrada-modelo-simple/caso26a.txt,,entradas/entrada-modelo-simple/caso46a.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,d35aa093d4ddd9e1ec48cc7b01d4692af1b8f75825b8b52b0808613c4a81041e,no,ok,True,14400,10800,2160,2160,8640,35590,0.002236453901371919,1711261788.138
Simple,simple,v1_simple_000024,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000024.txt,d0bfd38aae9475fad62ea61abde60ac75657fcbcfb88b3031dee2f78abfd0811,9831,d0bfd38aae9475fad62ea61abde60ac75657fcbcfb88b3031dee2f78abfd0811,True,069441960dd6553a225324d0162987f3e391f51909389256bc0beb31db7b80b8,,False,,,20260717,entradas/entrada-modelo-simple/caso12a.txt,,entradas/entrada-modelo-simple/caso32d.txt,entradas/entrada-modelo-simple/caso01a.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,bc88b9815a827c5e515f8997947c78cdf0cbd518bbcf3e0c66b0e97b2af302bc,no,ok,True,14400,10800,2160,2160,8640,35590,0.0015758146593803117,576627872.2577991
Simple,simple,v1_simple_000025,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000025.txt,61f67a1c3dfa743a8b5ca3dc4a45d039c91a0ce2178d975168a11f86b38223f6,6849,61f67a1c3dfa743a8b5ca3dc4a45d039c91a0ce2178d975168a11f86b38223f6,True,0371770192ddb48efb113d5625c4a9b6b8eabab1b70f89cde96b43aeb533c240,,False,,,20260717,entradas/entrada-modelo-simple/caso02a.txt,,entradas/entrada-modelo-simple/caso33d.txt,entradas/entrada-modelo-simple/caso01a.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,8d3696ee6f21371bc937bb870822d321b5a0a1e4ba6f359241b3bbbb989b09e3,no,ok,True,14400,10800,2160,2160,8640,35590,0.002183380597249737,1735480282.2281
Simple,simple,v1_simple_000026,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000026.txt,67e3d65fd379ed368375ce1a7a60350a920145a9d520d140126a56754298d2b0,8178,67e3d65fd379ed368375ce1a7a60350a920145a9d520d140126a56754298d2b0,True,8708e9e9e8352768f3fb4f15b64646c1bba3c0bbd63f2d59e560e5d2757f18a1,,False,,,20260717,entradas/entrada-modelo-simple/caso11a.txt,,entradas/entrada-modelo-simple/caso33a.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,e98c8ec005b557e6fcd90b2dc431bb743d55af05d0373d4ec470ec5a82e4d60f,no,ok,True,14400,10800,2160,2160,8640,35590,0.0015314478310542172,1667595220.3684
Simple,simple,v1_simple_000027,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000027.txt,5659e8d0825dcd52e30b6616b085313871d221b121c6f925808adcf037d8a598,8197,5659e8d0825dcd52e30b6616b085313871d221b121c6f925808adcf037d8a598,True,01b4436e72a8ff848ba09526d06ffec0511d7beece76ac54d2325dcd50891b29,,False,,,20260717,entradas/entrada-modelo-simple/caso03a.txt,,entradas/entrada-modelo-simple/caso02d.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,32ee7916fe3d006238c2defbd14cb5828500d91e675652eb19742a72a8ebb05d,no,ok,True,14400,10800,2160,2160,8640,35590,0.002063824262017298,1750940473.3472002
Simple,simple,v1_simple_000028,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000028.txt,624550ee05babd922295b6dec0b0ff08a65ada9033955d287009ff9bf2d8c1ba,7428,624550ee05babd922295b6dec0b0ff08a65ada9033955d287009ff9bf2d8c1ba,True,ec13a6a2dd802eedd7cb60c72db1d2e98e1c574fa522a7e5269892908aa25c67,,False,,,20260717,entradas/entrada-modelo-simple/caso33a.txt,,entradas/entrada-modelo-simple/caso47d.txt,entradas/entrada-modelo-simple/caso01a.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,4b53eb272f9711843f262064a303b092e9b1d8dbfd15ef0292ed0254620b4dd9,no,ok,True,14400,10800,2160,2160,8640,35590,0.001834975369991492,1775555948.9478
Simple,simple,v1_simple_000029,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000029.txt,694efcff16813e6b4612a38d3341ad8423b024773d59b5fbf0c36835c2caf29e,7721,694efcff16813e6b4612a38d3341ad8423b024773d59b5fbf0c36835c2caf29e,True,3d139c44da4481a288e541bb1d31bd34f558f00396198d40372baedd936919e7,,False,,,20260717,entradas/entrada-modelo-simple/caso24a.txt,,entradas/entrada-modelo-simple/caso27d.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,a258f494b4a17c12c8d4bd372f063622871fb8c6c79df575e619ae897485b536,no,ok,True,14400,10800,2160,2160,8640,35590,0.0025283630207451353,1732792372.5887995
Simple,simple,v1_simple_000030,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000030.txt,afd36dffe2c8bd58742f973f6705308591e82b14e881f79d66d19e6af17810d7,9380,afd36dffe2c8bd58742f973f6705308591e82b14e881f79d66d19e6af17810d7,True,e2d7cc8c0d37298485b5acf83995fce8adf89ebeb9a192041c498e67e7d7b48b,,False,,,20260717,entradas/entrada-modelo-simple/caso44a.txt,,entradas/entrada-modelo-simple/caso34d.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,3eabf40c0f600065a20e2479435d402721b4976ec147d67736d3793a139a7752,no,ok,True,14400,10800,2160,2160,8640,35590,0.0026137130226330414,1506455467.3390005
Simple,simple,v1_simple_000031,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000031.txt,497932242654dca00da1512a45820923afbb96cf6e2d847e50c62c496714636e,7435,497932242654dca00da1512a45820923afbb96cf6e2d847e50c62c496714636e,True,a1bca374743398aa0cf364588f1dbc50af92bcd0d3eba1302c5ad8e30d2ba096,,False,,,20260717,entradas/entrada-modelo-simple/caso09a.txt,,entradas/entrada-modelo-simple/caso19a.txt,entradas/entrada-modelo-simple/caso01a.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,ffc6a60850386ef202498e2e1b788c324866d6b31b75e87824492f8f0faf8dda,no,ok,True,14400,10800,2160,2160,8640,35590,0.0013503874856191352,1822112020.8674
Simple,simple,v1_simple_000032,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000032.txt,c47de9f543afa7cbdd922483076e5a9bd6a1d711418cfab03abe5a294ee1ace1,9697,c47de9f543afa7cbdd922483076e5a9bd6a1d711418cfab03abe5a294ee1ace1,True,7b5d9714ddba9e0e6c6e1b47eb3fa23916685b9d54381377fc50cda3ccaf8aac,,False,,,20260717,entradas/entrada-modelo-simple/caso14a.txt,,entradas/entrada-modelo-simple/caso09a.txt,entradas/entrada-modelo-simple/caso01c.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,c50aa23193eec95e0af01e47bdb8927d52a1d7d933ed55df3ac19cf90f6e3308,no,ok,True,14400,10800,2160,2160,8640,35590,0.0019228334953681281,957996051.4447975
Simple,simple,v1_simple_000033,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000033.txt,de85a49c68269993544ddb24600815f085dcbc6720463d26eb6e6e13725c82df,9490,de85a49c68269993544ddb24600815f085dcbc6720463d26eb6e6e13725c82df,True,26d36a669b13cad85871e786114d8294641b599ea4a418a66991c3929bf0d18d,,False,,,20260717,entradas/entrada-modelo-simple/caso10a.txt,,entradas/entrada-modelo-simple/caso19d.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01a.txt,,,,45860506c900bd6f0c762c626d09c9cc89a352ce77ab12cee50f48eb43c30274,no,ok,True,14400,10800,2160,2160,8640,35590,0.0012742356056057785,1378686248.1817
Simple,simple,v1_simple_000034,/clusteruy/home/Grupos/UTE_FING/mathiasr/soluciones_seccion45/simple/instancias/v1_simple_000034.txt,3d2d4428bd18744a94466f659b3917d5bbceb77bcde3f64da262e99e0cd561e1,7821,3d2d4428bd18744a94466f659b3917d5bbceb77bcde3f64da262e99e0cd561e1,True,642f713c41d63089c3a6a3252f4d620a9c73e545dc6c82ff76a82ae606cf31ea,,False,,,20260717,entradas/entrada-modelo-simple/caso48a.txt,,entradas/entrada-modelo-simple/caso12a.txt,entradas/entrada-modelo-simple/caso01b.txt,entradas/entrada-modelo-simple/caso01d.txt,,,,785a4a7e5074bfe7aa1204a4c3e6c4cb49574bffd70d9775d56dfdb6435aace9,no,ok,True,14400,10800,2160,2160,8640,35590,0.002495266834751317,1718356808.2556
